benefitsReview,binary_sentiment
"The treatment did not affect the level of joint pain that I experienced, nor did it improve joint stiffness. I cannot comment on it's effect on inflammation as my inflammation tends not to be visible anyway. <i This may be the reason that Naproxen did not benefit me</i",negative
"Well... what can I say? During the treatment I mentioned a considerable pressure decrease, and for sure it was a notable blood sugar decrease. I would recommend this drug to evedybody with sugar diabetes type II.

Adherence to a diabetic diet is an important aspect of controlling elevated blood sugar in patients with diabetes. The American Diabetes Association (ADA) has provided guidelines for a diabetic diet. The ADA diet is a balanced, nutritious diet that is low in fat, cholesterol, and simple sugars. The total daily calories are evenly divided into three meals. In the past two years, the ADA has lifted the absolute ban on simple sugars. Small amounts of simple sugars are allowed when consumed with a complex meal. For more, please read the Diabetic Diet article.",positive
CLEARED UP ULCERATIVE COLITIS AND HAVE NOT HAD RELAPSE SINCE. I WAS DIAGNOSED WITH THIS ILLNESS WHEN I WAS 18. I LOATHED THE INVESTIGATIONS SO MUCH THAT I ONLY KEPT APPOINTMENTS TIL I WAS ABOUT 21. I STOPPED TAKING THE SALAZOPYRIN WHEN I WAS ABOUT 22. I HAD OCCASIONAL PROBLEMS BUT NOTHING THAT DIDN'T CLEAR ITSELF UP. I WENT ON TO HAVE 3 HEALTHY CHILDREN. HOWEVER IN 2001 THE PROB CAME BACK WITH A VENGEANCE AND I NEEDED SURGERY AND WAS VERY ILL - IT WOULD HAVE HELPED IF THE MEDICAL PROFESSION HAD TAKEN SOME INTEREST IN ME AND HADN'T SIMPLY TOLD MW I WAS TRESSED AND TO GO AWAY. PRIVATE CONSULTATIONS FINALLY MEANT THAT I WAS REFERRED TO A CONSULTATN AND HAD THE SURGERY,positive
none,negative
"My son came home from college with the flu. Student Health gave him a pack of Tamiflu and he felt better within 24 hours. When I started feeling sick 3 days later, I called my Dr and ask for Tamiflu. I felt almost back to norma lwithin 24 hours.",positive
none noted- moderate pain relief of arthritis,negative
easy prevention of pregnancy.,positive
This medicine improved irritable bowel symptoms of cramping and constipation. No diarrhea was present before or during course of medicine.,positive
"stabilized mood, allowed for clearer thinking, improved sleep pattern, felt less anxious, made world look bright again.",positive
"The treatment benefits were marginal at best.  Mood neither improved nor deteriorated, and anxiety was never significantly alleviated.  Unsurprisingly, recent research suggests that SSRIs are only effective in the most severe of cases.",positive
"Prevented pregnancy, helped clear mild skin breakouts, keeps the menstrual cycle on a specific schedule, can alter cycle by having doctor let you know how to change your intake pattern for the pills.",positive
immediately stopped getting acne.,positive
The hair on the crown of the head significantly and visually filled in to the state it was 5 years earlier and has maintained this growth since.,positive
It greatly reduced the pain in the lower back and upper thigh muscles.It reduced the amount of spasms I was having in my lower back. I could not function as well if I did not take it.,positive
"less acne, brown spots somewhat faded",positive
